title,price,location,area_m2,rooms,bathrooms,property_type,url,garden,terrace,garage,elevator,swimming_pool,doorman,cellar,air_conditioning,heating,security,double_glazing,reinforced_door,equipped_kitchen,scraped_at
À vendre un s1 dans une résidence avec piscine,250000.0,"Cité El Wafa, Nabeul",67.0,1.0,1.0,,https://www.mubawab.tn/fr/a/8224426/%C3%A0-vendre-un-s1-dans-une-r%C3%A9sidence-avec-piscine,0,1,0,1,1,1,0,1,1,0,0,0,1,2026-02-06 21:06:37
A vendre une villa zone touristique hammamet,950000.0,"Hammamet Nord, Hammamet",300.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8268791/a-vendre-une-villa-zone-touristique-hammamet,1,1,1,0,1,1,0,1,1,1,1,1,1,2026-02-06 21:06:37
Résidence NOUR,,"Les Jardins de Carthage, Le Kram",,,,,https://www.mubawab.tn/fr/p/3721/r%C3%A9sidence-nour,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:06:37
"À VENDRE, Superbe maison de campagne S2 2900m²",,"Kalâa Kebira, Kalâa Kebira",160.0,2.0,1.0,Maison,https://www.mubawab.tn/fr/a/8263449/%C3%A0-vendre-superbe-maison-de-campagne-s2-2900m%C2%B2,1,0,0,0,1,1,0,1,0,1,0,0,1,2026-02-06 21:06:37
À vendre Villa à Kantawi,1200000.0,"El Kantaoui, Hammam Sousse",750.0,5.0,,Villa,https://www.mubawab.tn/fr/a/8243968/%C3%A0-vendre-villa-%C3%A0-kantawi,1,1,1,0,0,0,0,1,1,1,0,0,1,2026-02-06 21:06:37
A vendre villa plain pied à 5mn de Tunis city,580000.0,"Borj Youssef, Sidi Thabet",136.0,3.0,,Villa,https://www.mubawab.tn/fr/a/8146281/a-vendre-villa-plain-pied-%C3%A0-5mn-de-tunis-city,1,1,1,0,0,0,0,1,1,1,0,1,1,2026-02-06 21:06:37
Vente villa vue mer et montagnes à Haouaria plage,790000.0,"El Haouaria, El Haouaria",1200.0,7.0,,Villa,https://www.mubawab.tn/fr/a/7940545/vente-villa-vue-mer-et-montagnes-%C3%A0-haouaria-plage,1,1,1,0,0,0,0,1,0,0,0,1,1,2026-02-06 21:06:37
À vendre – Appartement S2 avec vue mer,380000.0,"Chott Meriem, Akouda",90.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8239781/%C3%A0-vendre-%E2%80%93-appartement-s2-avec-vue-mer,1,1,1,0,0,1,0,0,0,1,0,0,1,2026-02-06 21:06:37
Luxueux appartement à vendre à route touristique,850000.0,"Khezama Est, Khezama Est",180.0,2.0,,Appartement,https://www.mubawab.tn/fr/a/8155277/luxueux-appartement-%C3%A0-vendre-%C3%A0-route-touristique,0,1,1,1,0,1,0,0,0,0,0,0,1,2026-02-06 21:06:37
Villa individuelle en vente,385000.0,"Borj Cedria, Hammam Chatt",330.0,,,Villa,https://www.mubawab.tn/fr/a/8254760/villa-individuelle-en-vente,1,0,1,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:06:37
Villa individuelle en vente,510000.0,"Borj Cedria, Hammam Chatt",200.0,,,Villa,https://www.mubawab.tn/fr/a/8261187/villa-individuelle-en-vente,0,1,0,0,0,0,0,0,1,0,0,0,0,2026-02-06 21:06:37
Villa S3 avec piscine à Gammarth,1300000.0,"Gammarth, La Marsa",312.0,3.0,,Villa,https://www.mubawab.tn/fr/a/7588110/villa-s3-avec-piscine-%C3%A0-gammarth,0,1,1,0,1,0,0,1,1,0,1,1,1,2026-02-06 21:06:37
Penthouse S3 avec terrasse aux JDC,1280000.0,"Les Jardins de Carthage, Le Kram",188.0,3.0,,,https://www.mubawab.tn/fr/a/8254084/penthouse-s3-avec-terrasse-aux-jdc,0,1,1,1,0,0,0,1,1,1,1,1,1,2026-02-06 21:06:37
À vendre appartement S3 Située El Menzah 1,260000.0,"El Menzah 4, El Menzah",99.0,3.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8145653/%C3%A0-vendre-appartement-s3-situ%C3%A9e-el-menzah-1,0,1,0,0,0,0,0,0,0,0,0,0,1,2026-02-06 21:06:37
À vendre appartement S4 située à Khaznadar Bardo,,"Le Bardo, Le Bardo",170.0,3.0,,Appartement,https://www.mubawab.tn/fr/a/8178386/%C3%A0-vendre-appartement-s4-situ%C3%A9e-%C3%A0-khaznadar-bardo,0,0,1,1,0,0,0,1,1,1,1,0,1,2026-02-06 21:06:37
À vendre appartement S3Situeé à El Manar 1,330000.0,"El Manar 1, El Menzah",130.0,3.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8137475/%C3%A0-vendre-appartement-s3situe%C3%A9-%C3%A0-el-manar-1,0,1,1,0,0,0,0,0,0,0,0,0,1,2026-02-06 21:06:37
"A vendre, villa composée de deux étages",,"Cité El Amel 2, Fouchana",145.0,5.0,,Villa,https://www.mubawab.tn/fr/a/8268654/a-vendre-villa-compos%C3%A9e-de-deux-%C3%A9tages,1,0,1,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:06:37
"Villa S4 avec piscine, Gammarth supérieur",1470000.0,"Gammarth Supérieur, La Marsa",240.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8146026/villa-s4-avec-piscine-gammarth-sup%C3%A9rieur,1,1,1,0,1,0,0,1,1,1,0,0,1,2026-02-06 21:06:37
À vendre trois apparts S1 aux jardins de Carthage,330000.0,"Les Jardins de Carthage, Le Kram",76.0,1.0,1.0,,https://www.mubawab.tn/fr/a/8267148/%C3%A0-vendre-trois-apparts-s1-aux-jardins-de-carthage,0,0,0,1,0,1,0,1,1,0,0,0,0,2026-02-06 21:06:37
À vendre villa a borj cedria,,"Hammam Chatt, Hammam Chatt",400.0,6.0,,Villa,https://www.mubawab.tn/fr/a/8268596/%C3%A0-vendre-villa-a-borj-cedria,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:06:37
Luxe villa S4 à vendre à Hammamet:,580000.0,"Hammamet, Hammamet",200.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8265572/luxe-villa-s4-%C3%A0-vendre-%C3%A0-hammamet-,1,1,1,0,1,0,0,1,1,0,0,0,1,2026-02-06 21:06:37
Vente Villa Sidonia S3,580000.0,"Hammamet Nord, Hammamet",170.0,3.0,,Villa,https://www.mubawab.tn/fr/a/8268543/vente-villa-sidonia-s3,1,1,0,0,0,0,0,0,1,0,1,1,1,2026-02-06 21:06:37
Villa a vendre avec prix exceptionnel,,"Tarhouna 2, Mornag",270.0,3.0,,Villa,https://www.mubawab.tn/fr/a/8268402/villa-a-vendre-avec-prix-exceptionnel,1,1,1,0,0,0,1,1,0,1,0,1,0,2026-02-06 21:06:37
Propriété Familiale,250000.0,"Bhar Lazreg, La Marsa",170.0,3.0,1.0,,https://www.mubawab.tn/fr/a/8268352/propri%C3%A9t%C3%A9-familiale,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:06:37
À VENDRE – Triplex S4 à Gammarth Supérieur,,"Gammarth Supérieur, La Marsa",170.0,4.0,,,https://www.mubawab.tn/fr/a/8174245/%C3%A0-vendre-%E2%80%93-triplex-s4-%C3%A0-gammarth-sup%C3%A9rieur,0,1,1,1,1,1,1,1,1,1,0,0,1,2026-02-06 21:06:37
À VENDRE – Villa S4 à Carthage Dermech,,"Carthage, Carthage",300.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8145637/%C3%A0-vendre-%E2%80%93-villa-s4-%C3%A0-carthage-dermech,1,1,1,0,0,0,1,1,1,0,0,0,1,2026-02-06 21:06:37
À VENDRE – Duplex S4 à Cité Khalil la Marsa,,"Cité El Khalil, La Marsa",265.0,4.0,,Duplex,https://www.mubawab.tn/fr/a/8221404/%C3%A0-vendre-%E2%80%93-duplex-s4-%C3%A0-cit%C3%A9-khalil-la-marsa,1,1,1,0,1,0,1,1,1,1,1,0,1,2026-02-06 21:06:37
À VENDRE – Villa S5 à Cité El Ghazela,,"Cité el Ghazela, Raoued",400.0,6.0,,Villa,https://www.mubawab.tn/fr/a/8166609/%C3%A0-vendre-%E2%80%93-villa-s5-%C3%A0-cit%C3%A9-el-ghazela,1,1,1,0,1,0,1,1,1,1,0,0,1,2026-02-06 21:06:37
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:06:37
À vendre un duplex s3 à gammarth,1800000.0,"Gammarth, La Marsa",270.0,3.0,1.0,Duplex,https://www.mubawab.tn/fr/a/8268292/%C3%A0-vendre-un-duplex-s3-%C3%A0-gammarth,1,0,1,0,1,0,1,0,0,0,0,0,1,2026-02-06 21:06:39
"Rez de chaussée S3 à rénover, Sidi Abdelaziz",780000.0,"La Marsa, La Marsa",398.0,3.0,,,https://www.mubawab.tn/fr/a/8170607/rez-de-chauss%C3%A9e-s3-%C3%A0-r%C3%A9nover-sidi-abdelaziz,1,1,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:06:39
"Villa jumelée S4 avec piscine, La Marsa",1500000.0,"La Marsa, La Marsa",252.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8256465/villa-jumel%C3%A9e-s4-avec-piscine-la-marsa,0,1,1,0,1,1,0,1,1,1,0,0,1,2026-02-06 21:06:39
"Villa et appartements modernes, Gammarth supérieur",2100000.0,"Gammarth Supérieur, La Marsa",400.0,8.0,,Villa,https://www.mubawab.tn/fr/a/8251201/villa-et-appartements-modernes-gammarth-sup%C3%A9rieur,1,1,1,0,0,0,0,1,1,1,1,0,1,2026-02-06 21:06:39
Maison de luxe à vendre à Cité El Wafa. 3 chambres,,"Cité El Wafa, Nabeul",220.0,3.0,,Maison,https://www.mubawab.tn/fr/a/8268200/maison-de-luxe-%C3%A0-vendre-%C3%A0-cit%C3%A9-el-wafa-3-chambres,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:06:39
Superbe Villa avec piscine à Chotrana 3,2500000.0,"Chotrana 3, La Soukra",586.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8217003/superbe-villa-avec-piscine-%C3%A0-chotrana-3,1,1,1,0,1,0,0,1,1,1,1,1,1,2026-02-06 21:06:39
Villa jumelée en vente,730000.0,"Ksar Hellal, Ksar Hellal",417.0,,,Villa,https://www.mubawab.tn/fr/a/8063194/villa-jumel%C3%A9e-en-vente,0,1,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:06:39
RÉSIDENCE MARBELLA – Aouina / Ain Zaghouan,240000.0,"Ain Zaghouan, La Marsa",,,,,https://www.mubawab.tn/fr/p/4547/r%C3%A9sidence-marbella-%E2%80%93-aouina-ain-zaghouan,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:06:39
À vendre un s3 direct promoteur à sahloul4,395000.0,"Sousse Jaouhara, Sousse Jaouhara",135.0,3.0,,,https://www.mubawab.tn/fr/a/8256175/%C3%A0-vendre-un-s3-direct-promoteur-%C3%A0-sahloul4,0,1,1,1,0,0,0,1,1,1,0,0,1,2026-02-06 21:06:39
Maison sur route kélibia hammem el ghezez,130000.0,"Kélibia, Kélibia",130.0,2.0,,Maison,https://www.mubawab.tn/fr/a/7653110/maison-sur-route-k%C3%A9libia-hammem-el-ghezez,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:06:39
Appartement à plage hammam ghezez,175000.0,"Kélibia, Kélibia",65.0,1.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8220041/appartement-%C3%A0-plage-hammam-ghezez,0,1,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:06:39
Villa à Vendre – Sidi Bou Saïd,,"Sidi Bousaid, Carthage",1100.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8246691/villa-%C3%A0-vendre-%E2%80%93-sidi-bou-sa%C3%AFd,1,0,1,0,0,0,0,1,0,1,1,1,1,2026-02-06 21:06:39
"Villa à Vendre – Notre Dame, Mutuelleville",3200000.0,"Mutuelle Ville, El Menzah",1000.0,5.0,,Villa,https://www.mubawab.tn/fr/a/8247146/villa-%C3%A0-vendre-%E2%80%93-notre-dame-mutuelleville,1,0,1,0,0,1,1,1,1,0,1,1,1,2026-02-06 21:06:39
Appartement en vente à Cité Ennacim 1.1 Pièce,85000.0,"Cité Ennacim 1, Mohamadia",85.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8267829/appartement-en-vente-%C3%A0-cit%C3%A9-ennacim-1-1-pi%C3%A8ce,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:06:39
S2 en vente,540000.0,"Zone Touristique, Monastir Ville",90.0,,,,https://www.mubawab.tn/fr/a/8267819/s2-en-vente,0,1,1,0,1,0,0,0,0,0,0,0,1,2026-02-06 21:06:39
A vendre villa Style américain a denden/manouba,1200000.0,"Denden, La Manouba",240.0,7.0,,Villa,https://www.mubawab.tn/fr/a/8267771/a-vendre-villa-style-am%C3%A9ricain-a-denden-manouba,1,1,1,0,0,0,1,0,0,0,0,0,1,2026-02-06 21:06:39
A vendre une grande villa a la soukra,3500000.0,"La Soukra, La Soukra",2700.0,8.0,,Villa,https://www.mubawab.tn/fr/a/7549906/a-vendre-une-grande-villa-a-la-soukra,1,1,1,0,1,0,0,1,1,0,0,0,1,2026-02-06 21:06:39
À Vendre: Duplex Haut Standing S3 Vue Mer – Golden Tulip,,"Gammarth, La Marsa",155.0,4.0,,Duplex,https://www.mubawab.tn/fr/a/8244870/%C3%A0-vendre-duplex-haut-standing-s3-vue-mer-%E2%80%93-golden-tulip,1,0,0,0,1,0,0,0,0,1,0,0,0,2026-02-06 21:06:39
Villa accès privé a la plage de chatt mariem,1080000.0,"Chott Meriem, Akouda",450.0,5.0,,Villa,https://www.mubawab.tn/fr/a/8216268/villa-acc%C3%A8s-priv%C3%A9-a-la-plage-de-chatt-mariem,1,1,1,0,0,1,0,1,1,1,0,0,1,2026-02-06 21:06:39
Vente ennasr2 s3 trés haut standig,629900.0,"Cité Ennasr 2, Ariana Ville",165.0,3.0,,,https://www.mubawab.tn/fr/a/8166517/vente-ennasr2-s3-tr%C3%A9s-haut-standig,0,1,1,1,0,1,0,1,1,0,0,0,1,2026-02-06 21:06:39
"À Vendre S1, S2 & S3 Direct Promoteur",215000.0,"Aouina, La Marsa",56.0,1.0,1.0,,https://www.mubawab.tn/fr/a/8147226/%C3%A0-vendre-s1-s2-s3-direct-promoteur,1,1,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:06:39
Vente Villa en Triplex à Megrine Côteaux,1390000.0,"Megrine Coteau, Mégrine",415.0,4.0,1.0,Villa,https://www.mubawab.tn/fr/a/8180299/vente-villa-en-triplex-%C3%A0-megrine-c%C3%B4teaux,1,0,1,1,1,0,0,1,1,0,0,0,1,2026-02-06 21:06:39
Boumhel vente S3,360000.0,"Bou Mhel, Boumhel Bassatine",128.0,3.0,1.0,,https://www.mubawab.tn/fr/a/8267481/boumhel-vente-s3,0,1,0,0,0,0,0,0,1,0,0,0,1,2026-02-06 21:06:39
Villa individuelle en vente,1850000.0,"Gammarth, La Marsa",400.0,,,Villa,https://www.mubawab.tn/fr/a/8266508/villa-individuelle-en-vente,0,1,1,0,1,0,0,1,1,0,0,0,1,2026-02-06 21:06:39
S3 en vente,150000.0,"Rades Meliane, Rades",75.0,,,,https://www.mubawab.tn/fr/a/8267476/s3-en-vente,0,1,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:06:39
Étage de villa,150000.0,"El Omrane Supérieur, El Omrane Superieur",90.0,2.0,1.0,Villa,https://www.mubawab.tn/fr/a/8267472/%C3%A9tage-de-villa,0,0,0,0,0,0,1,0,0,0,0,0,0,2026-02-06 21:06:39
Hergla Villa/terrain de 1975m² Av. Principale,1400000.0,"Hergla, Hergla",400.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8267415/hergla-villa-terrain-de-1975m%C2%B2-av-principale,1,1,1,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:06:39
Menzah 5 Villa R2 sur avenue principale,1300000.0,"El Menzah 5, Ariana Ville",535.0,7.0,,Villa,https://www.mubawab.tn/fr/a/8055933/menzah-5-villa-r2-sur-avenue-principale,1,1,1,0,0,0,0,1,1,0,0,0,0,2026-02-06 21:06:39
Superbe maison à vendre. 7 belles chambres. Belle terrasse e...,95000.0,"Aïn Draham, Aïn Draham",400.0,7.0,1.0,Maison,https://www.mubawab.tn/fr/a/8263437/superbe-maison-%C3%A0-vendre-7-belles-chambres-belle-terrasse-et-jardin,1,1,1,0,0,0,0,0,0,0,1,0,0,2026-02-06 21:06:39
Vente appartement s1 quelques minutes a la mer,400000.0,"Sidi El Mahrsi, Nabeul",97.0,1.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8184180/vente-appartement-s1-quelques-minutes-a-la-mer,0,1,1,1,0,1,0,0,0,0,0,0,1,2026-02-06 21:06:39
A VENDRE Un étage de villa à bni khiar Nabeul,,"Nabeul, Nabeul",260.0,3.0,,Villa,https://www.mubawab.tn/fr/a/8267385/a-vendre-un-%C3%A9tage-de-villa-%C3%A0-bni-khiar-nabeul,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:06:39
Villa a vendre,2400000.0,"Sidi El Mahrsi, Nabeul",1000.0,8.0,,Villa,https://www.mubawab.tn/fr/a/8267369/villa-a-vendre,1,1,0,0,0,0,0,0,0,0,0,0,1,2026-02-06 21:06:39
A vendre Appartement s2 dans la zone touristique,330000.0,"Hammamet Nord, Hammamet",95.0,2.0,,Appartement,https://www.mubawab.tn/fr/a/8267377/a-vendre-appartement-s2-dans-la-zone-touristique,1,0,0,0,0,1,0,1,1,0,0,0,1,2026-02-06 21:06:39
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:06:39
A vendre deux maisons à Nabeul,320000.0,"Nabeul, Nabeul",320.0,5.0,,Maison,https://www.mubawab.tn/fr/a/8267374/a-vendre-deux-maisons-%C3%A0-nabeul,0,0,1,0,0,0,1,1,0,0,0,0,0,2026-02-06 21:06:42
A vendre villa terrain 1025m² 2 niv Notre Dame,3100000.0,"Mutuelle Ville, El Menzah",672.0,5.0,,Villa,https://www.mubawab.tn/fr/a/8161048/a-vendre-villa-terrain-1025m%C2%B2-2-niv-notre-dame,1,1,1,0,1,1,0,0,1,0,0,1,0,2026-02-06 21:06:42
Appartement en s2 de 100m² hammamet nord,385000.0,"Hammamet Nord, Hammamet",100.0,2.0,,Appartement,https://www.mubawab.tn/fr/a/8129834/appartement-en-s2-de-100m%C2%B2-hammamet-nord,0,1,1,0,0,1,0,0,1,0,0,0,1,2026-02-06 21:06:42
À vendre – Appartement S2 Neuf à Khezama,355000.0,"Khezama Est, Khezama Est",80.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8245100/%C3%A0-vendre-%E2%80%93-appartement-s2-neuf-%C3%A0-khezama,0,1,1,1,0,0,0,1,1,1,1,1,1,2026-02-06 21:06:42
À vendre un duplex S3 à Gammarth Touristique,950000.0,"Gammarth, La Marsa",242.0,3.0,,Duplex,https://www.mubawab.tn/fr/a/7827047/%C3%A0-vendre-un-duplex-s3-%C3%A0-gammarth-touristique,0,1,0,1,0,1,0,1,1,1,1,0,1,2026-02-06 21:06:42
A vendre Villa S3 vue mer Hammamet Nord:,720000.0,"Hammamet Nord, Hammamet",210.0,3.0,,Villa,https://www.mubawab.tn/fr/a/8265462/a-vendre-villa-s3-vue-mer-hammamet-nord-,1,1,0,0,1,0,0,1,1,0,0,0,1,2026-02-06 21:06:42
Appartement à Rades,155000.0,"Radès, Rades",100.0,3.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8264482/appartement-%C3%A0-rades,0,1,1,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:06:42
Le projet immobilier Résidence Emna,,"Cité el Ghazela, Raoued",,,,,https://www.mubawab.tn/fr/p/4086/le-projet-immobilier-r%C3%A9sidence-emna%C2%A0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:06:42
Duplex à Rades Malienne,480000.0,"Rades Meliane, Rades",200.0,3.0,,Duplex,https://www.mubawab.tn/fr/a/8252732/duplex-%C3%A0-rades-malienne,1,1,1,0,0,0,0,1,1,0,0,0,1,2026-02-06 21:06:42
Appartement à Megrine,549000.0,"Megrine Coteau, Mégrine",141.0,3.0,,Appartement,https://www.mubawab.tn/fr/a/8162280/appartement-%C3%A0-megrine,0,0,1,1,0,1,0,0,1,0,0,0,1,2026-02-06 21:06:42
Villa avec piscine à vendre à houmet souk,130000.0,"Djerba, Djerba",404.0,3.0,,Villa,https://www.mubawab.tn/fr/a/8000483/villa-avec-piscine-%C3%A0-vendre-%C3%A0-houmet-souk,1,1,1,0,1,0,0,1,0,0,0,0,1,2026-02-06 21:06:42
Une jolie villa à vendre à Houmet souk,600000.0,"Houmt Souk, Houmt Souk",152.0,3.0,,Villa,https://www.mubawab.tn/fr/a/8260014/une-jolie-villa-%C3%A0-vendre-%C3%A0-houmet-souk,1,1,1,0,1,0,0,1,0,0,1,0,1,2026-02-06 21:06:42
Appartement s1 vue de mer à vendre,250000.0,"Hammam Sousse, Hammam Sousse",70.0,1.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8209291/appartement-s1-vue-de-mer-%C3%A0-vendre,0,1,0,0,0,0,0,0,1,0,0,0,1,2026-02-06 21:06:42
"Vend appartement à Hammamet Nord. 
Surface de 160 m². 
Fenêt...",,"Hammamet Nord, Hammamet",160.0,1.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8267233/vend-appartement-%C3%A0-hammamet-nord-surface-de-160-m%C2%B2-fen%C3%AAtres-en-double-vitrage-et-vue-mer,0,1,1,0,0,0,0,1,1,1,1,0,0,2026-02-06 21:06:42
A vendre: Appartement S3 neuf promoteur au lac 0,1436000.0,"La Perle du Lac 1, La Marsa",189.0,3.0,,Appartement,https://www.mubawab.tn/fr/a/8267217/a-vendre-appartement-s3-neuf-promoteur-au-lac-0,1,1,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:06:42
"À louer, un appartement S2 meublé",,"Sousse Ville, Sousse Ville",90.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8238602/%C3%A0-louer-un-appartement-s2-meubl%C3%A9,0,1,0,1,0,1,0,1,0,1,0,0,1,2026-02-06 21:06:42
Immeuble Clairval à vendre à Baraket Essahel,800000.0,"Barraket Essahel, Barraket Essahel",140.0,8.0,,Immeuble,https://www.mubawab.tn/fr/a/8267184/immeuble-clairval-%C3%A0-vendre-%C3%A0-baraket-essahel,0,0,1,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:06:42
A vendre S2 à Sahloul 4,290000.0,"Sahloul, Sahloul",96.0,2.0,,,https://www.mubawab.tn/fr/a/8188975/a-vendre-s2-%C3%A0-sahloul-4,0,1,1,0,0,0,0,1,1,0,0,0,1,2026-02-06 21:06:42
A vendre un s2 à marina kantaoui,395000.0,"Cité de la Plage, Hammam Sousse",90.0,2.0,1.0,,https://www.mubawab.tn/fr/a/8246689/a-vendre-un-s2-%C3%A0-marina-kantaoui,0,0,1,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:06:42
Villa Melody,1180000.0,"Hammamet, Hammamet",320.0,4.0,,Villa,https://www.mubawab.tn/fr/a/8183603/villa-melody,1,1,1,0,1,0,1,1,1,1,1,1,1,2026-02-06 21:06:42
Rare Opportunité: Villa à Vendre à Sidi Bou Saïd,2800000.0,"Sidi Bousaid, Carthage",500.0,6.0,,Villa,https://www.mubawab.tn/fr/a/8262553/rare-opportunit%C3%A9-villa-%C3%A0-vendre-%C3%A0-sidi-bou-sa%C3%AFd,0,1,0,0,1,0,0,1,1,0,0,0,1,2026-02-06 21:06:42
Grande villa à vendre au Bardo – Rue Salambo,950000.0,"Le Bardo, Le Bardo",540.0,8.0,,Villa,https://www.mubawab.tn/fr/a/8264048/grande-villa-%C3%A0-vendre-au-bardo-%E2%80%93-rue-salambo,1,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:06:42
Villa de luxe à vendre à Cité Essalem. 4 chambres agréables...,950000.0,"Cité Essalem, Boumhel Bassatine",300.0,4.0,1.0,Villa,https://www.mubawab.tn/fr/a/8267119/villa-de-luxe-%C3%A0-vendre-%C3%A0-cit%C3%A9-essalem-4-chambres-agr%C3%A9ables-jardin-et-terrasse,1,1,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:06:42
S2 en vente,330000.0,"Bizerte, Bizerte",100.0,,,,https://www.mubawab.tn/fr/a/8267053/s2-en-vente,0,0,0,0,0,0,0,0,0,1,0,0,1,2026-02-06 21:06:42
Appartement à vendre,160000.0,"El Hrairia, El Hrairia",90.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8127165/appartement-%C3%A0-vendre,0,1,0,0,0,1,0,0,0,1,1,0,1,2026-02-06 21:06:42
Appartement à vendre,140000.0,"Bab Bhar, Tunis",60.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8127151/appartement-%C3%A0-vendre,0,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-06 21:06:42
Soliman Plage vente d'une villa,,"Soliman, Soliman",540.0,9.0,,Villa,https://www.mubawab.tn/fr/a/8203062/soliman-plage-vente-d-une-villa,0,1,1,0,0,1,1,1,1,0,0,0,1,2026-02-06 21:06:42
"Ennasr2, vente d'une villa familliale 450m2",,"Cité Ennasr 2, Ariana Ville",400.0,8.0,,Villa,https://www.mubawab.tn/fr/a/8032970/ennasr2-vente-d-une-villa-familliale-450m2,1,0,0,0,0,0,0,0,1,0,0,0,1,2026-02-06 21:06:42
Vente Villa Daniel S3,720000.0,"Hammamet Nord, Hammamet",150.0,3.0,,Villa,https://www.mubawab.tn/fr/a/8256396/vente-villa-daniel-s3,1,1,1,0,1,0,0,1,1,1,1,1,1,2026-02-06 21:06:42
A vendre un appartement s1 a laouina,240000.0,"Aouina, La Marsa",69.0,1.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8266961/a-vendre-un-appartement-s1-a-laouina,1,1,1,1,0,1,0,1,1,1,0,0,1,2026-02-06 21:06:42
Villa S5 avec piscine à Chotrana,2450000.0,"Chotrana 3, La Soukra",500.0,5.0,,Villa,https://www.mubawab.tn/fr/a/8266947/villa-s5-avec-piscine-%C3%A0-chotrana,1,1,1,0,1,0,1,1,1,1,1,1,1,2026-02-06 21:06:42
A vendre un appartement s2 a la marsa,350000.0,"Cité El Khalil, La Marsa",127.0,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8223134/a-vendre-un-appartement-s2-a-la-marsa,0,1,0,0,0,0,0,1,1,1,0,0,0,2026-02-06 21:06:42
À vendre Appartement S3 Nouvelle Soukra,,"Aéroport Tunis Carthage, La Soukra",149.0,3.0,,Appartement,https://www.mubawab.tn/fr/a/8239187/%C3%A0-vendre-appartement-s3-nouvelle-soukra,0,1,1,0,0,0,0,0,0,0,0,0,1,2026-02-06 21:06:42
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:06:42
Appartement s2 vue de mer à vendre sousse,580000.0,"El Kantaoui, Hammam Sousse",,2.0,1.0,Appartement,https://www.mubawab.tn/fr/a/8266689/appartement-s2-vue-de-mer-%C3%A0-vendre-sousse,0,1,0,0,0,0,0,0,0,0,0,0,0,2026-02-06 21:06:44
Vente villa Lina S3,575000.0,"Hammamet Nord, Hammamet",200.0,3.0,,Villa,https://www.mubawab.tn/fr/a/8259739/vente-villa-lina-s3,1,1,0,0,1,0,1,1,1,1,1,0,1,2026-02-06 21:06:44
À vendre appartement S3 à La Soukra,620000.0,"La Soukra, La Soukra",156.0,3.0,,Appartement,https://www.mubawab.tn/fr/a/8250609/%C3%A0-vendre-appartement-s3-%C3%A0-la-soukra,0,1,1,1,0,1,0,1,1,1,1,1,1,2026-02-06 21:06:44
